"","ERR1474564","ERR1474565","ERR1474566","ERR1474567","ERR1474568","ERR1474569","ERR1474570","ERR1474571","ERR1474572","ERR1474574","ERR1474575","ERR1474576","ERR1474577","ERR1474578","ERR1474579","ERR1474580","ERR1474581","ERR1474582","ERR1474583","ERR1474584","ERR1474585","ERR1474586","ERR1474587","ERR589346","ERR589348","ERR589350","ERR589351","ERR589352","ERR589353","ERR589354","ERR589355","ERR589356","ERR589357","ERR589358","ERR589359","ERR589360","ERR589361","ERR589362","ERR589363","ERR589364","ERR589365","ERR589366","ERR589367","ERR589368","ERR589370","ERR589371","ERR589372","ERR589373","ERR589374","ERR589375","ERR589376","ERR589377","ERR589378","ERR589379","ERR589380","ERR589381","ERR589382","ERR589384","ERR589386","ERR589388","ERR589390","ERR589392","ERR589394","ERR589396","ERR589398","ERR589400","ERR589402","ERR589404","ERR589406","ERR589408","ERR589410","ERR589412","ERR589414","ERR589416","ERR589418","ERR589420","ERR589422","ERR589424","ERR589426","ERR589428","ERR589430","ERR589432","ERR589435","ERR589436","ERR589438","ERR589449","ERR589456","ERR589458","ERR589749","ERR589754","ERR589758","ERR589765","ERR589768","ERR589784","ERR589785","ERR589788","ERR589790","ERR589791","ERR589792","ERR589793","ERR589794","ERR589795","ERR589796","ERR589797","ERR589798","ERR589799","ERR589800","ERR589801","ERR589802","ERR589805","ERR589806","ERR589807","ERR589808","ERR589809","ERR589810","ERR589811","ERR589812","ERR589813","ERR589814","ERR589817","ERR589818","ERR589819","ERR589820","ERR589821","ERR589824","ERR589825","ERR589826","ERR589827","ERR589829","ERR589830","ERR589835","ERR589836","ERR589837","ERR589845","ERR589846","ERR589847","ERR589848","ERR589849","ERR589850","ERR589851","ERR589852","ERR589853","ERR589855","ERR589856","ERR589857","ERR589858","ERR589861","ERR589862","ERR589863","ERR589864","ERR589865","ERR589866","ERR589867","ERR589868","ERR589869","ERR589871","ERR589872","ERR589873","ERR589874","ERR589875"
"k__Bacteria|p__Synergistetes",0.00685,0.0076,0.07719,0.04137,0.01219,0.01614,0,0.0069,0,0,0,0,0,0,0,0.05905,0,0.01627,0.08056,0.06522,0.0045,0.00056,0.0492,0.03143,0.00482,0.0054,0.00639,0.43212,0.1457,0.11519,0.00466,1.23628,0.70181,0.12385,0.12429,1.41938,0.00142,0.15125,0.001,0.02065,0.20418,0.01869,0.13871,0.0148,0.06486,0.3265,0.01953,0.59356,0.25574,0.00912,0.54165,0.16121,0.12747,0.00593,0.42139,0.17852,0.01839,0.02144,0.00547,0.07596,0.00859,0.25419,0.78717,0.31355,0.02916,0.07605,0.0766,0.02361,0.01895,0.02983,0.11966,0.25026,0.07651,0.02208,0.07019,0.00662,0.08705,0.01642,0.08129,0.11744,0.04601,0.02815,0.02031,0.12016,0.05002,0,0.01911,0.11822,0.03862,0.02068,0,0,0.00882,0,0,0,0.00033,0,0,0,0.32555,0,0,0.01645,0,0.00652,0.00097,0,0,0,0,0,0,0.00141,0,0,0.00159,0,0.00559,0,0.27961,0,0,0,0,0,0.00133,0,0.04439,0,0,0,0,0,0.01362,0,0.00282,0,0.09307,0,0,0.00104,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.00252,0,0,0,0.00448
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria",25.0083,6.32429,38.85777,15.87495,7.38223,17.10015,3.4118,30.92634,10.8549,12.92652,20.07674,10.64156,2.32129,17.25061,3.37657,7.9546,28.14083,25.0165,11.18882,21.97093,3.74024,2.06773,7.16321,22.20915,12.39418,5.48726,3.96349,2.72892,9.08586,26.75382,34.32543,0.03124,10.1661,6.76454,5.14221,2.01237,24.60387,2.63741,9.02979,0.72618,4.11529,12.52304,10.4053,4.79191,6.3074,8.89694,45.97585,13.19929,17.17202,3.53511,4.70956,2.97097,6.13658,7.40143,3.85467,20.6805,18.28311,4.63965,40.56675,14.16646,41.71805,7.43454,14.92178,3.51104,7.24382,22.82661,12.98625,12.96144,14.16709,30.57307,15.75689,36.13122,24.19622,4.97386,13.97147,2.20947,33.24679,2.8846,48.81174,21.84699,20.60136,8.2386,8.82978,3.81227,15.68303,2.24002,15.05012,16.07611,0,0.03673,0.92881,0.03406,0.23688,3.5156,0.21967,0.34302,0.00285,3.36019,0.10467,0.02194,0.03961,0.13046,0.32217,0.16472,0.11769,0.21054,0.05756,0.0129,0.0809,0.58268,0,0.14946,0.34626,0.00254,0.08043,0,0.29458,0.06165,1.25796,0.28941,0.38082,0.10395,0.10758,0.55998,0.73152,0.03724,0.2054,0.03212,2.09934,0.73622,0.15787,0.25595,0.21624,0,0.26316,0.01287,2.75039,0.42259,0.70443,0.09246,0.14384,0.46726,0.04636,0.76397,7.94748,0.03728,0.18112,0,0.01775,0.40487,0.53744,0.87235,1.02006,0.65197,0.08243,0.25636,0.05887,0,0.55311,1.13458
"k__Bacteria|p__Firmicutes|c__Bacilli",23.64289,19.61234,12.34282,8.86618,13.59822,12.68339,11.34461,7.44742,15.4615,21.02818,9.17405,30.88662,16.88027,15.12259,11.80533,14.60705,10.57023,9.1989,8.71352,5.99465,12.94693,12.54651,16.1214,5.2461,45.46951,26.02015,5.76888,9.17854,12.29432,5.16597,8.74882,4.15481,2.2032,3.07402,1.77467,5.86933,5.76554,11.12572,7.32799,11.35844,2.64657,6.63279,4.9738,1.57279,8.49096,4.42821,4.11921,1.89575,6.27429,10.61257,1.79139,5.12487,4.61735,8.40895,2.28647,10.96703,34.78375,30.70634,23.62855,38.08166,26.93645,30.17013,30.11005,29.47524,40.86424,30.37322,34.51388,27.22342,38.77383,17.37055,17.61419,12.48953,17.32575,36.05187,32.73873,31.34096,22.14251,36.75559,20.72524,26.16523,22.4907,26.00138,32.50844,37.64056,18.40797,2.4999,33.45784,27.0211,0.56048,1.91982,0.05796,0.22423,1.55716,0.23618,0.33722,0.58069,3.03843,23.0818,0.33923,0.31567,1.79199,0.3782,0.46561,0.42448,0.25292,0.07955,0.76535,0.01668,0.39791,0.62429,3.85471,0.51729,1.05728,0.15059,0.98884,0.07992,2.05881,0.19779,0.35555,0.04486,0.59026,0.20476,1.47502,0.92944,0.99337,4.57064,0.5644,0.2286,0.60579,1.30435,0.15425,1.01822,0.36591,0.05366,0.06533,0.02748,0.22867,0.0729,0.12579,0.09705,0.16249,1.10176,0.0833,0.07016,0.51391,0.01012,2.36329,0.07598,0.16329,4.05767,0.25964,0.4477,0.04022,0.13946,0.07957,0.56645,0.79738,0.23695,0.29784,0.02005
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria",21.43566,10.68947,10.09495,6.40069,6.71034,8.73158,5.47106,24.69941,3.90694,14.65269,12.43681,13.03269,4.58498,20.52873,3.95561,3.0371,10.663,7.73883,6.40134,6.36216,35.22135,4.73725,13.09705,2.57789,0.85637,1.02956,1.82458,0.30729,1.66867,2.10216,4.88568,0.02281,3.43295,0.66547,0.61316,1.00464,2.09943,0.43216,1.72589,0.1683,0.9763,1.25578,1.14479,0.95461,0.63404,3.90469,8.34442,3.45433,3.31401,0.24807,2.01155,1.79121,0.79038,1.57739,2.06858,5.71029,1.60839,1.24332,6.11824,5.02735,2.76248,1.26562,2.18027,0.65007,2.45291,2.34349,6.31385,1.61688,4.11201,1.43447,2.41507,6.57935,2.53706,2.66553,2.2709,1.49591,2.31501,2.61176,3.14348,4.36078,4.52037,3.00089,3.87806,0.8833,4.78263,1.21867,1.86179,3.14805,5.11483,1.82691,1.7108,1.11918,1.50072,0.02194,5.13433,15.71491,1.40547,5.34223,0.78591,0.17618,1.47837,2.6613,0.28733,0.75654,4.39855,1.42671,1.56446,4.75842,5.37312,5.86683,1.2684,0.0747,30.08733,0.57424,3.56375,0.11453,0.64778,0.94841,0.45653,19.93629,1.46441,0.54066,8.92113,4.37554,0.77864,2.21551,9.39153,20.52499,1.10158,5.18941,9.34735,7.43741,3.78849,9.37768,0.97988,11.00394,0.16675,2.42838,2.41431,0.54964,0.47617,2.43537,1.05022,9.11372,1.15598,0.60947,2.02228,2.25791,0.42166,15.13999,0.13705,0.50743,3.07428,3.50558,1.84886,1.66029,7.38901,15.30236,2.24127,0.94417
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia",8.3346,22.50879,12.94577,34.0165,28.46215,23.46718,31.64753,16.38344,32.95162,12.15816,28.28092,15.53884,45.74836,20.95849,46.74615,8.9238,16.19073,16.13019,30.32739,35.25748,12.10473,40.48792,27.56247,3.64322,5.35204,7.8404,8.01064,2.04238,2.43357,2.35512,6.89194,4.88234,5.09977,8.46121,2.10975,4.82452,5.17367,20.77379,3.4665,3.31756,4.9835,0.38993,3.10305,4.91597,3.72972,4.00249,1.67558,4.17878,7.61194,0.90254,10.17849,13.68179,3.2019,4.22268,4.12563,3.09759,7.50535,8.30057,5.74821,5.1122,5.93771,9.34484,14.8269,13.39864,9.33088,9.52917,11.35507,5.40276,4.499,12.78295,15.85314,10.40189,9.92475,18.54619,6.4311,11.13732,13.02117,7.31024,5.14785,11.8406,10.57982,15.29269,16.31136,11.53217,27.98956,0.94248,5.61843,11.08863,33.01878,11.32991,15.52969,4.05489,17.47723,43.73195,51.48974,40.63125,4.66696,27.04484,8.99939,15.73909,7.90703,46.94248,1.33943,18.2277,32.99251,53.21323,15.0321,35.67791,12.04918,16.75098,56.94095,27.48448,12.37896,40.55279,51.61261,22.77333,46.01103,41.88314,24.57903,43.97466,59.93854,25.94266,17.89167,9.65965,24.31893,13.2743,24.99337,26.49423,49.6669,35.31139,35.61249,31.96389,25.26806,51.20997,46.30728,49.8943,65.54339,28.5938,42.30085,78.90443,24.38985,43.38288,73.66569,62.69815,59.19845,42.33015,49.48691,64.62509,57.05855,44.98684,37.96804,37.93171,76.82456,76.48499,52.98388,43.95367,38.65666,2.43946,37.39553,59.76914
"k__Bacteria|p__Actinobacteria|c__Actinobacteria",6.57823,6.10444,2.52994,5.84326,15.93782,8.9634,15.67163,8.7826,6.58096,5.13006,5.114,4.4563,6.16126,3.66427,2.27598,10.43013,10.96945,17.50221,17.29396,5.7757,12.81184,8.26451,10.97178,17.95201,24.10288,28.00583,37.82114,55.30688,37.33841,18.49805,19.50296,30.53635,34.16952,15.72382,59.21248,26.0436,23.02587,24.11285,27.56876,35.62451,37.99078,73.48392,19.94911,64.41583,51.9597,24.22836,22.23745,18.83677,22.19372,49.87588,18.11223,21.0065,58.29307,59.76817,22.73192,10.72986,20.81121,33.94342,15.7339,23.37266,16.06111,28.49693,14.81545,23.70572,24.44037,22.53461,17.79031,42.10861,29.75588,20.96393,36.34845,18.03708,34.35364,15.61693,30.68045,23.39318,17.27417,31.63742,13.241,24.85243,36.6395,22.25556,18.22246,21.58865,14.80632,62.83748,27.02243,26.16102,11.80193,4.39044,3.92226,1.75456,13.88442,3.45417,1.34309,6.55634,14.31803,2.61806,5.16799,1.56328,10.07823,2.86543,13.16619,6.79384,0.79666,2.26919,6.32506,0.49304,3.61076,2.49579,4.81822,6.76514,2.58483,15.85353,3.41437,1.40334,1.38566,4.02939,5.19846,1.0264,3.8752,0.53365,0.66791,3.70945,1.42332,8.47955,4.64908,13.90796,2.77451,0.43685,0.72569,26.37278,0.27436,0,0.14483,0.37298,0.91142,0.18874,0.47097,0.26398,0.94726,3.55141,0.07116,0.53073,3.59304,0.06531,1.33803,7.41283,1.96999,0.15543,0.70242,0.8272,0.69887,1.11904,0.19538,2.85354,16.41418,0.00101,2.42771,0.4399
"k__Bacteria|p__Firmicutes|c__Negativicutes",5.59533,11.54735,4.16629,13.91524,22.49963,16.2973,28.46925,2.6631,8.25249,6.95515,14.39286,12.63879,20.18931,9.94006,17.14824,35.97691,7.74591,13.22217,9.39645,11.34997,14.40297,27.98955,12.88271,1.94537,5.50409,20.81639,27.09339,13.58441,13.61156,8.83622,10.86967,26.68112,18.61944,36.01209,14.52213,27.7191,1.49101,21.28449,13.56516,27.11214,17.77832,1.45156,25.37649,6.56962,17.41597,23.29033,7.01235,15.47103,21.08631,19.75038,34.91487,20.93696,9.50354,6.97701,28.03125,15.02651,6.02317,12.45938,1.61943,6.16987,1.19856,8.0211,0.81383,7.26365,4.24798,2.48641,8.03206,4.53401,2.88624,5.29412,4.10726,3.91306,2.41226,9.69294,6.28422,18.66858,3.46173,13.03812,1.14143,1.45681,1.69512,9.47727,10.43863,6.02405,5.87311,18.40859,8.04422,3.7784,10.19754,32.70199,46.85168,5.19164,20.99511,0.05231,13.91833,4.24428,0.52709,1.66999,0.02959,36.1982,12.72527,0.11742,27.47193,19.72186,2.84923,6.49116,42.99594,2.78168,0.02772,37.57081,16.49754,0.34549,13.13054,0.16454,0.14451,0,10.24203,0.04893,24.43164,10.4133,0.00055,0.17728,5.72362,16.06886,14.15031,1.1335,16.02586,0.88523,12.8074,1.82509,0.12773,0.20775,38.48507,0.02487,1.62015,3.46115,9.24149,7.89512,0.2276,1.6788,5.38232,8.09169,5.7916,7.97207,0.13142,10.4594,1.91212,0.6807,8.16509,0.97278,0.01295,10.76871,2.53114,10.77176,0.27734,10.97482,1.49852,5.83603,0.65449,5.03084
"k__Viruses|p__Viruses_noname|c__Viruses_noname",3.71624,12.93212,1.32799,0.40071,1.09315,0.8236,0.79724,1.34826,2.1987,8.14042,0.38869,4.0265,0.42377,0.25199,5.49143,3.7068,0.60621,0.83343,0.34318,1.98167,0.57905,1.06236,0.65001,0,0.05716,0.04569,0,0,0.00324,0.2587,0.12067,0,0,0,0,0,0,0.0074,0,0,0,0.00162,0,0.04759,0,1.10497,0,0,0,0.00104,0,0,0,0,0.0018,0,1.22687,0.41808,1.30783,0.00909,0,0.24985,2.41353,0.24965,1.73567,0.82793,2.42178,0.96166,1.15446,0.10882,0.25439,0,1.25764,2.60798,2.09869,0.35279,1.51314,0.18822,0.00502,0.42794,0.06182,3.31221,3.3093,5.24115,0.03044,0.39704,3.14386,1.61426,0.00205,0,0.05653,10.06002,0.03989,0,0,2.5786,0,0,0.36624,0,0,0.25081,0,0,0,0,0,0,16.5034,0.10071,0,0,0,0,4.91341,0,15.43108,0,0,0,0,0.16009,0,0,0,0,1.46655,0.21264,0,0.02238,0.34361,1.52622,0.00146,0,0,0,0.00338,0,0,0.05921,0.00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.01467,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia",2.56653,3.86721,5.78702,4.99771,1.71364,4.1703,1.71673,1.26452,3.70209,6.61846,5.85849,4.38088,0.97259,6.49655,2.96721,7.46259,5.18951,4.4945,5.5767,4.56177,5.4884,1.37139,5.23428,17.37478,2.38371,2.61034,4.62763,4.00837,10.72646,4.84441,4.63235,5.58716,8.72415,5.63536,4.90309,5.20345,2.14524,3.83931,5.2994,1.64202,6.70925,0.41921,5.3725,3.71457,3.90744,11.6299,2.43231,9.49437,7.88917,4.82233,5.39287,9.67128,4.60774,1.37962,18.65275,5.8965,4.28025,1.52326,0.49462,2.22602,1.30537,1.86732,2.61798,1.41732,1.42275,1.27414,1.31988,0.71425,2.02979,3.56493,0.70308,0.83366,0.92847,2.50953,0.58579,1.83606,1.88267,1.02745,1.29627,1.29832,0.63716,2.12488,0.68874,2.03865,1.69108,1.54154,1.38725,1.99659,0.0031,0.41137,0,0.22986,0.00353,0,0.00483,0.04316,0,0.05741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0.00798,0,0,0,0.9558,0,0,0,2.70527,0,0,0.0103,0.02433,0,0.44456,0.04953,0,0,0,0,0.01775,0,0.01635,0.18904,0,0,0,0,0.07074,0.02114,0.00115
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia",1.0842,1.99119,4.95047,1.18797,0.61563,2.01017,0.41091,4.08298,2.39188,2.95505,0.74663,1.8952,0.32505,1.29426,1.23476,0.56506,2.93553,1.7377,0.85832,1.30445,0.70678,0.25922,1.33829,19.26008,0.15002,0.61963,1.17607,0.50326,1.50528,4.79423,3.08921,0.03162,1.18265,0.46378,4.90859,0.61293,3.16422,0.45687,2.65222,0.31528,0.47502,2.6704,0.65301,2.41694,2.88735,3.79338,5.17661,5.97906,0.78479,1.33806,1.15566,2.48564,2.60795,1.77741,2.27819,2.45061,1.04188,0.62762,2.91696,0.86598,1.28434,0.38408,0.22206,0.15824,1.13457,0.6647,0.47205,0.53384,0.54096,0.21924,0.17843,0.89684,0.78899,0.56077,0.52849,0.08869,0.96482,0.03685,1.22548,0.49447,0.30676,0.47615,0.20497,0.28825,0.46306,1.61516,0.42829,0.1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia",0.94653,1.74746,2.59037,3.90928,0.77952,1.84391,0.33312,0.90416,8.80974,3.00736,1.41733,0.94817,1.2983,1.60678,2.33971,4.56962,2.80202,1.1942,3.22069,2.09084,1.21559,0.39819,2.23112,1.37106,1.83302,2.50944,2.6737,4.85346,5.32049,1.72953,0.57822,19.37407,3.8484,5.4982,1.36131,7.345,0.15817,9.51233,0.49039,4.73388,2.38599,0.35657,3.99179,1.31332,1.24708,2.92902,0.67982,5.45986,2.72133,1.82261,2.68737,7.6098,1.51238,0.23484,3.78744,6.02264,2.6457,4.72582,1.25442,3.74323,1.07093,9.04132,11.68102,16.70502,5.77516,2.2656,2.83144,2.90465,1.49043,6.00087,4.53037,7.38254,3.5048,4.14473,2.87151,4.0074,2.36529,2.51492,3.84189,3.81269,1.50732,7.0236,3.5431,6.62686,6.96481,0.1224,2.38369,7.13788,38.73171,44.22042,30.4301,77.04882,41.32224,46.56266,27.41706,28.5302,72.2631,35.45626,78.52129,45.78855,50.53174,46.16905,56.92555,43.83396,53.7419,35.54571,30.00284,54.87579,61.60946,34.88143,16.02634,62.25045,39.19691,41.9287,34.20494,63.21734,23.36093,25.16952,41.05331,24.03843,31.77105,67.55466,63.56821,64.12816,57.32511,69.31952,34.98389,36.88822,30.38561,45.10869,52.75212,30.98681,30.94982,38.25239,50.10707,33.20522,20.30467,57.46618,52.99463,17.83274,65.91712,40.1155,16.17129,16.61882,27.20806,42.2493,41.67951,20.88671,18.67733,33.11559,59.95485,47.76934,14.86213,7.25138,44.31315,39.41377,29.92327,75.02939,18.88736,31.83898
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria",0.43214,0.41823,1.52658,0.80256,0.64493,0.90445,0.40839,0.55577,0.81425,1.06916,0.5153,0.31886,0.31309,0.76773,0.33827,0.77001,1.16284,0.84194,1.67411,0.88101,0.39689,0.26272,0.99318,1.74504,0.21401,1.19653,2.28649,0.45296,0.26989,3.32967,0.76011,0.16932,2.9326,2.30286,0.34979,2.11774,0.27182,1.17319,1.91304,0.54697,3.13032,0.11003,0.70975,1.16763,1.20057,3.90248,0.46058,5.84783,1.87243,0.49659,3.54725,2.35855,1.86606,0.55652,1.94998,3.10711,0.29284,0.15271,0.11548,0.28582,0.33323,0.18882,0.87906,0.30182,0.32355,0.74664,0.28502,0.09336,0.18143,0.21197,0.19481,0.98235,0.51885,0.53287,0.10835,0.30191,0.18027,0.10526,0.20299,0.96,0.37076,0.15114,0.17995,0.60537,0.38723,2.10566,0.17507,0.12183,0,0.00154,0,0,0.00881,0.02659,0,0,0.00665,0,0,0,0,0,0,0,0,0.04625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14727,0,0,0,0,0,0.03734,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0.00373,0,0,0,0,0,0,0,0.00378,0,0,0,0,0,0.01539,0,0,0,0
"k__Bacteria|p__Spirochaetes|c__Spirochaetia",0.33574,0.30112,1.51288,0.92746,0.27146,1.12882,0.01206,0.55815,1.15187,0.78387,0.34657,0.35211,0.4206,0.74524,1.2407,0.32043,1.43187,0.8499,2.91347,1.00577,0.0745,0.13626,0.72992,1.03343,0.10153,0.13942,0.26756,1.43552,0.31778,1.4619,0.16664,2.46612,2.05458,0.80929,0.21999,3.62865,0.0548,1.16688,0.01062,0.13795,1.00437,0.06334,1.15523,0.48298,0.4248,1.03722,0.14449,3.68207,1.84516,0.03135,4.79375,3.59039,0.42846,0.0417,2.21244,1.46878,0.20515,0.20957,0.05002,0.41054,0.45733,1.05502,1.80977,0.9778,0.26589,0.74669,0.30073,0.1294,0.01402,0.11432,0.19462,0.54338,0.78745,0.36223,0.17595,0.01806,0.09706,0.09173,0.4577,0.66468,0.17469,0.26177,0.18526,1.18745,0.61189,0.0213,0.15394,0.17562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname",0.20784,0.35137,0.49515,1.19972,0.14919,1.50043,0.19525,0.17462,1.49739,3.68318,0.36188,0.56295,0.02822,0.46597,0.53963,0.2862,0.82353,0.74902,0.90897,0.70391,0.07427,0.06006,0.34472,4.36666,0.30272,2.18758,3.98307,3.95233,4.38456,18.05602,5.27639,0.84526,4.68506,12.97758,4.37206,4.80522,31.90579,1.21481,26.8501,13.90073,16.99543,0.60915,20.26621,7.47704,1.44544,4.50949,1.50401,1.71621,5.18177,6.38232,4.71119,5.4834,5.80716,7.57671,6.62169,12.56411,0.23469,0.35875,0.24932,0.12975,0.81558,1.11058,0.38497,0.28312,0.05089,2.87776,0.75421,0.42781,0.05251,0.10489,0.91491,0.4197,0.62015,0.06086,0.37378,0.10286,0.21235,0.09614,0.24673,0.88334,0.04646,0.1144,0.04651,0.87788,0.55621,6.03691,0.65881,0.11617,0.00087,0.03019,0,0,0.00805,0,0,0,0.00408,0,0.03062,0.01282,0.01072,0,0.00652,0.00232,0,0,0.00892,0.01532,0.02539,0.00131,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.00367,0.04431,0.01717,0.00201,0.01688,7e-04,0,0,0,0,0,0.00644,0,0,0,0.0014,0,0,0,0.00244,0,0.01335,0,0,0.00094,0,0,0,0.00368,0,0,0,0,0.00289,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia",0.0496,0.59921,0.22888,1.13061,0.10927,0.22061,0.09554,0.0643,0.51029,0.1469,0.77969,0.05924,0.2506,0.31641,0.51868,1.19116,0.25321,0.36391,0.68144,0.46162,0.1186,0.30025,0.3486,0.01316,1.24399,1.38839,0.30875,0.82063,0.39552,0.08025,0.11272,2.17986,0.25164,1.19634,0.29524,1.3317,0.0213,1.79453,0.08448,0.14641,0.27421,0.00132,1.2185,0.07618,0.01608,0.5105,0.12804,0.3007,0.6131,0.15271,0.4923,1.11654,0.07915,0.05662,0.13452,0.10411,0.98826,0.65657,0.16091,0.27096,0.03857,1.01579,0.54138,1.28532,0.56541,0.29213,0.53533,0.32863,0.29812,1.15949,0.65984,0.18355,0.46835,1.57988,0.76604,5.03579,1.20056,1.66982,0.07443,0.41823,0.22901,2.23039,1.59798,1.38865,1.55714,0.00195,0.50121,1.13745,0.26761,3.0047,0.09499,0.00899,2.90272,2.3972,0.11054,0.5491,0.04386,0.58315,0.08445,0.12986,2.62157,0.32968,0.00391,0.94421,1.06617,0.171,2.87261,0.08978,0.29007,1.11126,0.45347,2.33417,0.98679,0.62327,0.04599,0.67412,0.39998,3.69436,1.23502,0.11037,0.10813,0.4429,0.6118,0.06325,0.23779,0.10825,2.95929,0.12988,0.33878,4.2622,0.33536,0.05084,0.22993,0.11921,0.32412,2.02206,0.00773,0.06595,0.11882,0.08418,0.14046,0.04826,0.17292,1.44993,0.08665,0.03505,0.09066,0.07189,0.02732,0.0334,0.03023,0.79375,0.16141,0.03316,0.00496,0.186,5.16549,1.06704,0.28069,0.02908
"k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname",0.04636,0.0411,0.31472,0.39915,0.00399,0.07197,0.00639,0.04245,0.04957,0.17579,0.11004,0.23947,0,0.18913,0.02174,0.03865,0.46263,0.0945,0.41925,0.20526,0.10192,0.04306,0.13645,1.19174,0.01463,0.09637,0.1882,0.3033,0.4692,1.61454,0.03246,0.45609,1.90833,0.28953,0.08496,5.89489,0.11713,0.22257,0.01466,0.24896,0.33047,0.00866,1.51784,0.06604,0.21149,1.49658,0.08975,8.74984,0.85867,0.01614,4.64887,2.00051,0.38957,0.015,0.78563,1.94392,0.018,0.0068,0.0299,0.03825,0.06045,0.07543,0.35402,0.10085,0.09025,0.10773,0.00832,0.01708,0.01496,0.02941,0.0766,0.73077,0.17712,0.03072,0.00996,0.00157,0.02829,0.01048,0.35666,0.18653,0.00745,0.00726,0.01948,0.10231,0.11585,0.01091,0.08893,0.08181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria",0.01296,0.14979,0,0,0.00548,0.0171,0.00308,0.08841,0.86582,0.0191,0,0,0,0.05593,0,0.00387,0,0,0,0,0,0.00443,0.01844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Synergistetes|c__Synergistia",0.00685,0.0076,0.07719,0.04137,0.01219,0.01614,0,0.0069,0,0,0,0,0,0,0,0.05905,0,0.01627,0.08056,0.06522,0.0045,0.00056,0.0492,0.03143,0.00482,0.0054,0.00639,0.43212,0.1457,0.11519,0.00466,1.23628,0.70181,0.12385,0.12429,1.41938,0.00142,0.15125,0.001,0.02065,0.20418,0.01869,0.13871,0.0148,0.06486,0.3265,0.01953,0.59356,0.25574,0.00912,0.54165,0.16121,0.12747,0.00593,0.42139,0.17852,0.01839,0.02144,0.00547,0.07596,0.00859,0.25419,0.78717,0.31355,0.02916,0.07605,0.0766,0.02361,0.01895,0.02983,0.11966,0.25026,0.07651,0.02208,0.07019,0.00662,0.08705,0.01642,0.08129,0.11744,0.04601,0.02815,0.02031,0.12016,0.05002,0,0.01911,0.11822,0.03862,0.02068,0,0,0.00882,0,0,0,0.00033,0,0,0,0.32555,0,0,0.01645,0,0.00652,0.00097,0,0,0,0,0,0,0.00141,0,0,0.00159,0,0.00559,0,0.27961,0,0,0,0,0,0.00133,0,0.04439,0,0,0,0,0,0.01362,0,0.00282,0,0.09307,0,0,0.00104,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.00252,0,0,0,0.00448
